140363657981355545e-8 -0.00252066 -0.0143978 -0.00811495 -0.00154376 -0.00241502 0.000269165 0.999996
140363657986355558e-8 -0.0035621 -0.0328851 -0.0146983 0.000583939 -0.00435035 0.00081515 0.99999
140363657991355545e-8 -0.00241823 -0.0539388 -0.0226611 0.00536277 -0.00543334 0.00142978 0.99997
140363657996355558e-8 -0.00229245 -0.0739449 -0.0302069 0.0119553 -0.00529351 0.00092837 0.999914
140363658001355545e-8 0.00349391 -0.0957356 -0.0327412 0.0175391 -0.00582941 -0.00109717 0.999829
140363658006355558e-8 0.00885692 -0.118623 -0.0328815 0.0216411 -0.00644869 -0.00204873 0.999743
140363658011355545e-8 0.00797437 -0.140657 -0.0313592 0.0246221 -0.00594854 -0.00410662 0.999671
140363658016355558e-8 0.0109304 -0.164435 -0.0289556 0.0268127 -0.00640541 -0.00364429 0.999613
140363658021355545e-8 0.00534516 -0.180392 -0.0578507 0.029072 -0.00490093 -0.00564521 0.999549
140363658026355558e-8 0.00757888 -0.207836 -0.0549283 0.0316438 -0.00439324 -0.00651637 0.999468
140363658031355545e-8 0.00840358 -0.224797 -0.051199 0.036064 -0.00434305 -0.00509275 0.999327
140363658036355558e-8 0.00931045 -0.242777 -0.0652271 0.0409964 -0.00296315 -0.00474207 0.999144
140363658041355545e-8 0.0135891 -0.247243 -0.0825008 0.0491094 -0.00368351 -0.00248592 0.998784
140363658046355558e-8 0.0129822 -0.257901 -0.0900435 0.0577611 -0.00237236 -0.00385461 0.99832
140363658051355545e-8 0.0146654 -0.262414 -0.0955716 0.0665087 -0.002259 -0.00339655 0.997778
140363658056355558e-8 0.0140076 -0.260308 -0.0977091 0.0728424 -0.000799378 -0.00551281 0.997328
140363658061355545e-8 0.0146848 -0.250797 -0.0941236 0.0750873 0.000632139 -0.0053104 0.997163
140363658066355558e-8 0.00785485 -0.241527 -0.0720897 0.0737463 0.00160085 -0.0068564 0.997252
140363658071355545e-8 0.0458804 -0.221606 -0.139487 0.0664073 -0.00337585 -0.00792498 0.997755
140363658076355558e-8 0.0369516 -0.216304 -0.0950147 0.0598079 -0.00363463 -0.00605096 0.998185
140363658081355545e-8 0.0209308 -0.233527 -0.0593132 0.0486512 -0.00381552 -0.00499106 0.998796
140363658086355558e-8 0.0190128 -0.205921 -0.0557872 0.039722 -0.00818597 -0.0040474 0.999169
140363658091355545e-8 0.0279377 -0.17237 -0.0366225 0.0321642 -0.0144957 0.000264673 0.999377
140363658096355558e-8 0.0217521 -0.134392 -0.0500516 0.0239632 -0.0166183 0.00338432 0.999569
140363658101355545e-8 0.0218493 -0.101128 -0.0400365 0.0172018 -0.0169327 0.00489876 0.999697
